training_type,data_name,max_iter,n_particle,avgBest
no_exchange_layers,breast,80,40,0.5273948291596876
no_exchange_layers,breast,80,60,0.586525477385097
no_exchange_layers,breast,80,80,0.5123115649077344
no_exchange_layers,breast,80,100,0.3614197577111872
no_exchange_layers,breast,100,20,0.4000652123502962
no_exchange_layers,breast,100,40,0.3320833665229253
no_exchange_layers,breast,100,60,0.4459131164545589
no_exchange_layers,breast,100,80,0.5165584001074883
no_exchange_layers,breast,100,100,0.4859209689477733
no_exchange_layers,breast,500,20,0.2357887658383764
no_exchange_layers,breast,500,40,0.2104925048419245
no_exchange_layers,breast,500,60,0.2610426320180086
no_exchange_layers,breast,500,80,0.2087752609569286
no_exchange_layers,breast,500,100,0.231747385795339
no_exchange_layers,breast,1000,20,0.1330005874306083
no_exchange_layers,breast,1000,40,0.087522291558372
no_exchange_layers,breast,1000,60,0.1342929457049781
no_exchange_layers,breast,1000,80,0.1024025544291477
no_exchange_layers,breast,1000,100,0.1253262947526182
