training_type,data_name,max_iter,n_particle,avgBest
no_individual_layers,iris,60,80,0.3542402024948371
no_individual_layers,iris,60,100,0.3501201051966219
no_individual_layers,iris,80,20,0.3478370599132519
no_individual_layers,iris,80,40,0.3181937057982884
no_individual_layers,iris,80,60,0.3556099790816605
no_individual_layers,iris,80,80,0.3275208077674552
no_individual_layers,iris,80,100,0.270074979048813
no_individual_layers,iris,100,20,0.3840305391260738
no_individual_layers,iris,100,40,0.3175557701849865
no_individual_layers,iris,100,60,0.2776636487607427
no_individual_layers,iris,100,80,0.2454367389790352
no_individual_layers,iris,100,100,0.3665875212920177
no_individual_layers,iris,500,20,0.1651195836808891
no_individual_layers,iris,500,40,0.1219073443692773
no_individual_layers,iris,500,60,0.137678905820702
no_individual_layers,iris,500,80,0.155473393518322
no_individual_layers,iris,500,100,0.1150549363898203
no_individual_layers,iris,1000,20,0.1190631439537257
no_individual_layers,iris,1000,40,0.0800949068561379
no_individual_layers,iris,1000,60,0.0774339901602777
no_individual_layers,iris,1000,80,0.0861289254763103
no_individual_layers,iris,1000,100,0.0842984847875529
no_exchange_layers,iris,20,20,0.8598119143401523
no_exchange_layers,iris,20,40,1.707221432488231
no_exchange_layers,iris,20,60,0.5331575648297509
no_exchange_layers,iris,20,80,0.5752082215773717
no_exchange_layers,iris,20,100,0.6196400442130127
no_exchange_layers,iris,40,20,0.6341382906917065
no_exchange_layers,iris,40,40,0.4740979435365603
no_exchange_layers,iris,40,60,0.3406478029974743
no_exchange_layers,iris,40,80,0.6065720462665731
no_exchange_layers,iris,40,100,0.4646236896053746
no_exchange_layers,iris,60,20,0.4474737644995785
no_exchange_layers,iris,60,40,0.3028098958695789
no_exchange_layers,iris,60,60,0.3696788525114562
no_exchange_layers,iris,60,80,0.2605071119524937
no_exchange_layers,iris,60,100,0.2840232539043575
no_exchange_layers,iris,80,20,0.3889344329382684
no_exchange_layers,iris,80,40,0.2561640979408041
no_exchange_layers,iris,80,60,0.2831991146793967
no_exchange_layers,iris,80,80,0.2893132958852477
no_exchange_layers,iris,80,100,0.2253200551561264
no_exchange_layers,iris,100,20,0.2437711549927549
no_exchange_layers,iris,100,40,0.3895972824660679
no_exchange_layers,iris,100,60,0.2550564806346155
no_exchange_layers,iris,100,80,0.2993969920265769
no_exchange_layers,iris,100,100,0.2435666483933348
no_exchange_layers,iris,500,20,0.1559464953272624
no_exchange_layers,iris,500,40,0.081970668724972
no_exchange_layers,iris,500,60,0.10322909253292
no_exchange_layers,iris,500,80,0.1578335495190271
no_exchange_layers,iris,500,100,0.0844902219171387
no_exchange_layers,iris,1000,20,0.0858564065424737
no_exchange_layers,iris,1000,40,0.0670359619359201
no_exchange_layers,iris,1000,60,0.0650875998036241
no_exchange_layers,iris,1000,80,0.0801145350225366
no_exchange_layers,iris,1000,100,0.0823138725075482
